,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
626,17,18181,69,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,03 BROOKLYN,HEAT/HOT WATER,2017-11-22T22:10:10.000,,,ENTIRE BUILDING,,N/A,769 MONROE STREET,11221,,,40.68833458046814,"{u'type': u'Point', u'coordinates': [-73.92573089451, 40.688334580468]}",RESIDENTIAL BUILDING,-73.92573089451008,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,MONROE STREET,,37765943,1004847,190064
627,40,11272,48,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,08 BRONX,HEAT/HOT WATER,2017-11-22T22:10:05.000,,,ENTIRE BUILDING,,N/A,3636 GREYSTONE AVENUE,10463,,,40.88660481546194,"{u'type': u'Point', u'coordinates': [-73.905621839353, 40.886604815462]}",RESIDENTIAL BUILDING,-73.90562183935278,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GREYSTONE AVENUE,,37765725,1010346,262306
628,8,13825,5,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:12:36.000,18 BROOKLYN,Illegal Parking,2017-11-22T22:10:02.000,AVENUE L,AVENUE M,Commercial Overnight Parking,2017-11-23T06:10:02.000,Precinct,1552 EAST 51 STREET,11234,,,40.62257543664714,"{u'type': u'Point', u'coordinates': [-73.92626515663, 40.622575436647]}",Street/Sidewalk,-73.92626515663046,BROOKLYN,Unspecified,2017-11-22T23:12:36.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 51 STREET,,37761065,1004719,166106
629,,,,,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,Unspecified MANHATTAN,Traffic Signal Condition,2017-11-22T22:10:00.000,,,Underground,,N/A,,,PARK AVE,48 ST E,,,,,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37762963,,
630,,,,,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,Unspecified MANHATTAN,Traffic Signal Condition,2017-11-22T22:10:00.000,,,Underground,,N/A,,,BROADWAY,13 ST E,,,,,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37762871,,
631,,,,,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,Unspecified MANHATTAN,Traffic Signal Condition,2017-11-22T22:10:00.000,,,Underground,,N/A,,,5 AVE,11 ST E,,,,,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37759199,,
632,17,13516,55,2,INTERSECTION,DOT,Department of Transportation,BROOKLYN,BROOKLYN,,08 BROOKLYN,Traffic Signal Condition,2017-11-22T22:10:00.000,,,Underground,,N/A,,11233,BERGEN STREET,RALPH AVENUE,40.67457533797667,"{u'type': u'Point', u'coordinates': [-73.922047406123, 40.674575337977]}",,-73.92204740612259,BROOKLYN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37762957,1005873,185052
633,19,12421,20,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:51:24.000,07 MANHATTAN,Noise - Residential,2017-11-22T22:09:54.000,COLUMBUS AVENUE,AMSTERDAM AVENUE,Loud Music/Party,2017-11-23T06:09:54.000,Precinct,117 WEST 90 STREET,10024,,,40.78942767746302,"{u'type': u'Point', u'coordinates': [-73.97117824441, 40.789427677463]}",Residential Building/House,-73.97117824440998,MANHATTAN,Unspecified,2017-11-22T22:51:24.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 90 STREET,,37761302,992231,226888
634,32,11723,70,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:15:56.000,03 MANHATTAN,Noise - Residential,2017-11-22T22:09:42.000,MADISON STREET,CHERRY STREET,Loud Music/Party,2017-11-23T06:09:42.000,Precinct,45 RUTGERS STREET,10002,,,40.712075625381324,"{u'type': u'Point', u'coordinates': [-73.989864033881, 40.712075625381]}",Residential Building/House,-73.9898640338808,MANHATTAN,Unspecified,2017-11-22T22:15:56.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,RUTGERS STREET,,37762837,987060,198705
635,23,12428,37,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:25:05.000,09 MANHATTAN,Noise - Residential,2017-11-22T22:09:38.000,CONVENT AVENUE,AMSTERDAM AVENUE,Loud Music/Party,2017-11-23T06:09:38.000,Precinct,456 WEST 148 STREET,10031,,,40.82677400202115,"{u'type': u'Point', u'coordinates': [-73.945319578038, 40.826774002021]}",Residential Building/House,-73.94531957803811,MANHATTAN,Unspecified,2017-11-22T22:25:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 148 STREET,,37763309,999383,240498
636,44,17216,10,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,10 BROOKLYN,Illegal Parking,2017-11-22T22:09:11.000,BAY RIDGE AVENUE,OVINGTON AVENUE,Posted Parking Sign Violation,2017-11-23T06:09:11.000,Precinct,3 BAY RIDGE PLACE,11209,,,40.636108281198474,"{u'type': u'Point', u'coordinates': [-74.027955670122, 40.636108281198]}",Street/Sidewalk,-74.0279556701216,BROOKLYN,Unspecified,2017-11-23T02:02:03.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,BAY RIDGE PLACE,,37762904,976491,171029
637,40,10936,24,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,07 BRONX,HEAT/HOT WATER,2017-11-22T22:08:00.000,,,ENTIRE BUILDING,,N/A,266 BEDFORD PARK BOULEVARD,10458,,,40.87059929894071,"{u'type': u'Point', u'coordinates': [-73.886029345348, 40.870599298941]}",RESIDENTIAL BUILDING,-73.88602934534832,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BEDFORD PARK BOULEVARD,,37765326,1015771,256481
638,21,14783,65,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Jackson Heights,,03 QUEENS,HEAT/HOT WATER,2017-11-22T22:07:25.000,,,ENTIRE BUILDING,,N/A,34-15 94 STREET,11372,,,40.75437493539446,"{u'type': u'Point', u'coordinates': [-73.873772163399, 40.754374935394]}",RESIDENTIAL BUILDING,-73.87377216339934,QUEENS,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,94 STREET,,37765164,1019222,214141
639,44,17216,10,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:16:41.000,10 BROOKLYN,Noise - Commercial,2017-11-22T22:07:13.000,BAY RIDGE PLACE,3 AVENUE,Loud Talking,2017-11-23T06:07:13.000,Precinct,230 BAY RIDGE AVENUE,11220,,,40.636177014656084,"{u'type': u'Point', u'coordinates': [-74.02748370553, 40.636177014656]}",Store/Commercial,-74.0274837055301,BROOKLYN,Unspecified,2017-11-22T23:16:41.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BAY RIDGE AVENUE,,37760730,976622,171054
640,39,13090,47,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T23:25:47.000,12 MANHATTAN,Noise - Residential,2017-11-22T22:06:50.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,2017-11-23T06:06:50.000,Precinct,550 WEST 171 STREET,10032,,,40.84243950798371,"{u'type': u'Point', u'coordinates': [-73.937348288619, 40.842439507984]}",Residential Building/House,-73.93734828861889,MANHATTAN,Unspecified,2017-11-22T23:25:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 171 STREET,,37763978,1001585,246207
641,19,12420,20,4,ADDRESS,DEP,Department of Environmental Protection,MANHATTAN,NEW YORK,,07 MANHATTAN,Noise,2017-11-22T22:06:00.000,CENTRAL PARK W,COLUMBUS AVE,"Noise, Barking Dog (NR5)",,N/A,74 WEST   69 STREET,10023,,,40.775283141962646,"{u'type': u'Point', u'coordinates': [-73.979759373418, 40.775283141963]}",,-73.97975937341818,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST   69 STREET,,37760460,989856,221734
642,8,13825,5,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T23:11:35.000,18 BROOKLYN,Illegal Parking,2017-11-22T22:05:59.000,AVENUE L,AVENUE M,Commercial Overnight Parking,2017-11-23T06:05:59.000,Precinct,1552 EAST 51 STREET,11234,,,40.62257543664714,"{u'type': u'Point', u'coordinates': [-73.92626515663, 40.622575436647]}",Street/Sidewalk,-73.92626515663046,BROOKLYN,Unspecified,2017-11-22T23:11:35.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 51 STREET,,37761577,1004719,166106
643,50,12078,11,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T23:15:40.000,05 MANHATTAN,Noise - Commercial,2017-11-22T22:05:55.000,PARK AVENUE SOUTH,LEXINGTON AVENUE,Loud Music/Party,2017-11-23T06:05:55.000,Precinct,113 EAST 29 STREET,10016,,,40.743614783669095,"{u'type': u'Point', u'coordinates': [-73.982822050272, 40.743614783669]}",Store/Commercial,-73.98282205027188,MANHATTAN,Unspecified,2017-11-22T23:15:40.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 29 STREET,,37759395,989010,210196
644,45,17616,1,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:50:24.000,11 BROOKLYN,Noise - Residential,2017-11-22T22:05:33.000,84 STREET,85 STREET,Loud Television,2017-11-23T06:05:33.000,Precinct,8420 20 AVENUE,11214,,,40.60560877743052,"{u'type': u'Point', u'coordinates': [-73.997223356776, 40.605608777431]}",Residential Building/House,-73.99722335677588,BROOKLYN,Unspecified,2017-11-22T22:50:24.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,20 AVENUE,,37761337,985021,159916
645,34,14788,54,3,ADDRESS,NYPD,New York City Police Department,QUEENS,MASPETH,,05 QUEENS,Illegal Parking,2017-11-22T22:05:28.000,66 STREET,68 STREET,Blocked Hydrant,2017-11-23T06:05:28.000,Precinct,66-09 HULL AVENUE,11378,,,40.726880341922424,"{u'type': u'Point', u'coordinates': [-73.8983399896, 40.726880341922]}",Street/Sidewalk,-73.89833998959956,QUEENS,Unspecified,2017-11-22T22:29:10.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,HULL AVENUE,,37764194,1012427,204115
646,47,15313,63,3,ADDRESS,NYPD,New York City Police Department,QUEENS,SPRINGFIELD GARDENS,,13 QUEENS,Blocked Driveway,2017-11-22T22:05:17.000,146 AVENUE,JOHNSON LANE,Partial Access,2017-11-23T06:05:17.000,Precinct,146-47 222 STREET,11413,,,40.660229606616305,"{u'type': u'Point', u'coordinates': [-73.758742144142, 40.660229606616]}",Street/Sidewalk,-73.75874214414206,QUEENS,Unspecified,2017-11-23T01:46:43.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,222 STREET,,37763268,1051186,179908
647,38,16865,68,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:21:03.000,02 BROOKLYN,Noise - Residential,2017-11-22T22:05:08.000,CLARK STREET,LOVE LANE,Banging/Pounding,2017-11-23T06:05:08.000,Precinct,145 HENRY STREET,11201,,,40.69639779250611,"{u'type': u'Point', u'coordinates': [-73.993519555882, 40.696397792506]}",Residential Building/House,-73.99351955588249,BROOKLYN,Unspecified,2017-11-22T22:21:03.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HENRY STREET,,37762257,986047,192993
648,51,12078,71,4,BLOCKFACE,DEP,Department of Environmental Protection,MANHATTAN,NEW YORK,,06 MANHATTAN,Noise,2017-11-22T22:05:00.000,2 AVENUE,1 AVENUE,Noise: Construction Before/After Hours (NM1),,N/A,EAST   40 STREET,10016,,,40.748355758931055,"{u'type': u'Point', u'coordinates': [-73.972711823041, 40.748355758931]}",,-73.9727118230414,MANHATTAN,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST   40 STREET,,37760857,991811,211924
649,33,16863,39,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Astoria,,01 QUEENS,HEAT/HOT WATER,2017-11-22T22:04:56.000,,,ENTIRE BUILDING,,N/A,34-12 32 STREET,11106,,,40.75893591760983,"{u'type': u'Point', u'coordinates': [-73.92675672458, 40.75893591761]}",RESIDENTIAL BUILDING,-73.92675672457976,QUEENS,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,32 STREET,,37765045,1004541,215786
650,23,12428,37,4,ADDRESS,HPD,Department of Housing Preservation and Development,MANHATTAN,NEW YORK,,09 MANHATTAN,HEAT/HOT WATER,2017-11-22T22:04:56.000,,,APARTMENT ONLY,,N/A,512 WEST  136 STREET,10031,,,40.81983575101549,"{u'type': u'Point', u'coordinates': [-73.952395816342, 40.819835751015]}",RESIDENTIAL BUILDING,-73.95239581634195,MANHATTAN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WEST  136 STREET,,37764739,997426,237969
651,,,,,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2017-11-23T00:49:50.000,18 BROOKLYN,Street Condition,2017-11-22T22:04:28.000,EAST 57 STREET,EAST 58 STREET,Plate Condition - Noisy,2017-12-02T22:04:28.000,N/A,FARRAGUT ROAD,11234,,,,,Street,,BROOKLYN,Unspecified,2017-11-23T00:49:50.000,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FARRAGUT ROAD,,37761562,,
652,43,10933,8,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,02 BRONX,HEAT/HOT WATER,2017-11-22T22:03:54.000,,,APARTMENT ONLY,,N/A,972 LEGGETT AVENUE,10455,,,40.814922145715656,"{u'type': u'Point', u'coordinates': [-73.900051584039, 40.814922145716]}",RESIDENTIAL BUILDING,-73.90005158403886,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,LEGGETT AVENUE,,37764380,1011916,236191
653,31,11611,58,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-22T22:23:04.000,09 BRONX,Noise - Residential,2017-11-22T22:03:07.000,LACOMBE AVENUE,RANDALL AVENUE,Loud Music/Party,2017-11-23T06:03:07.000,Precinct,535 HAVEMEYER AVENUE,10473,,,40.81808863502929,"{u'type': u'Point', u'coordinates': [-73.84467259346, 40.818088635029]}",Residential Building/House,-73.84467259346006,BRONX,Unspecified,2017-11-22T22:23:04.000,The Police Department responded to the complaint and a report was prepared.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HAVEMEYER AVENUE,,37761216,1027243,237367
